"Step","gpt2_last_char_to_char1729642919.4054031 - train/loss","gpt2_last_char_to_char1729642919.4054031 - train/loss__MIN","gpt2_last_char_to_char1729642919.4054031 - train/loss__MAX","gpt2_augmented_char_to_token1729630560.5729918 - train/loss","gpt2_augmented_char_to_token1729630560.5729918 - train/loss__MIN","gpt2_augmented_char_to_token1729630560.5729918 - train/loss__MAX","gpt2_last_char_token_to_char1729587337.8266432 - train/loss","gpt2_last_char_token_to_char1729587337.8266432 - train/loss__MIN","gpt2_last_char_token_to_char1729587337.8266432 - train/loss__MAX","gpt2_char_to_token1729578574.2848036 - train/loss","gpt2_char_to_token1729578574.2848036 - train/loss__MIN","gpt2_char_to_token1729578574.2848036 - train/loss__MAX","gpt2_char_to_token1729534595.422701 - train/loss","gpt2_char_to_token1729534595.422701 - train/loss__MIN","gpt2_char_to_token1729534595.422701 - train/loss__MAX","gpt2 - train/loss","gpt2 - train/loss__MIN","gpt2 - train/loss__MAX","gpt2_last_char_token_to_token1729493675.529459 - train/loss","gpt2_last_char_token_to_token1729493675.529459 - train/loss__MIN","gpt2_last_char_token_to_token1729493675.529459 - train/loss__MAX","gpt2_char_to_token1729491541.2756786 - train/loss","gpt2_char_to_token1729491541.2756786 - train/loss__MIN","gpt2_char_to_token1729491541.2756786 - train/loss__MAX"
"10","4.637820243835449","4.637820243835449","4.637820243835449","4.136541366577148","4.136541366577148","4.136541366577148","9.240191459655762","9.240191459655762","9.240191459655762","4.390120029449463","4.390120029449463","4.390120029449463","4.405571937561035","4.405571937561035","4.405571937561035","4.11182975769043","4.11182975769043","4.11182975769043","4.154343605041504","4.154343605041504","4.154343605041504","4.387704849243164","4.387704849243164","4.387704849243164"
"11","4.547557830810547","4.547557830810547","4.547557830810547","4.057648181915283","4.057648181915283","4.057648181915283","9.151811599731445","9.151811599731445","9.151811599731445","4.2928266525268555","4.2928266525268555","4.2928266525268555","4.322005748748779","4.322005748748779","4.322005748748779","4.0619587898254395","4.0619587898254395","4.0619587898254395","4.076992034912109","4.076992034912109","4.076992034912109","4.284523010253906","4.284523010253906","4.284523010253906"
"12","4.464921951293945","4.464921951293945","4.464921951293945","3.9641785621643066","3.9641785621643066","3.9641785621643066","9.079305648803711","9.079305648803711","9.079305648803711","4.231565952301025","4.231565952301025","4.231565952301025","4.2244553565979","4.2244553565979","4.2244553565979","4.008419036865234","4.008419036865234","4.008419036865234","3.9908337593078613","3.9908337593078613","3.9908337593078613","4.223346710205078","4.223346710205078","4.223346710205078"
"13","4.429336071014404","4.429336071014404","4.429336071014404","3.8900563716888428","3.8900563716888428","3.8900563716888428","8.956896781921387","8.956896781921387","8.956896781921387","4.1782732009887695","4.1782732009887695","4.1782732009887695","4.178267002105713","4.178267002105713","4.178267002105713","3.935166597366333","3.935166597366333","3.935166597366333","3.955009698867798","3.955009698867798","3.955009698867798","4.171914100646973","4.171914100646973","4.171914100646973"
"14","4.333436489105225","4.333436489105225","4.333436489105225","3.8419840335845947","3.8419840335845947","3.8419840335845947","8.8532075881958","8.8532075881958","8.8532075881958","4.096717357635498","4.096717357635498","4.096717357635498","4.11078405380249","4.11078405380249","4.11078405380249","3.8907434940338135","3.8907434940338135","3.8907434940338135","3.916907548904419","3.916907548904419","3.916907548904419","4.098638534545898","4.098638534545898","4.098638534545898"
"15","4.277894973754883","4.277894973754883","4.277894973754883","3.8193206787109375","3.8193206787109375","3.8193206787109375","8.810571670532227","8.810571670532227","8.810571670532227","4.0630292892456055","4.0630292892456055","4.0630292892456055","4.054988861083984","4.054988861083984","4.054988861083984","3.8514490127563477","3.8514490127563477","3.8514490127563477","3.887674331665039","3.887674331665039","3.887674331665039","4.066740989685059","4.066740989685059","4.066740989685059"
"16","4.234072208404541","4.234072208404541","4.234072208404541","3.765254497528076","3.765254497528076","3.765254497528076","8.759592056274414","8.759592056274414","8.759592056274414","4.0180983543396","4.0180983543396","4.0180983543396","4.0180344581604","4.0180344581604","4.0180344581604","3.830899953842163","3.830899953842163","3.830899953842163","3.8488986492156982","3.8488986492156982","3.8488986492156982","4.015700340270996","4.015700340270996","4.015700340270996"
"17","4.199862480163574","4.199862480163574","4.199862480163574","3.749293804168701","3.749293804168701","3.749293804168701","8.65873908996582","8.65873908996582","8.65873908996582","3.9759740829467773","3.9759740829467773","3.9759740829467773","3.994213819503784","3.994213819503784","3.994213819503784","3.802064895629883","3.802064895629883","3.802064895629883","3.8090462684631348","3.8090462684631348","3.8090462684631348","3.9760940074920654","3.9760940074920654","3.9760940074920654"
"18","4.161999225616455","4.161999225616455","4.161999225616455","3.7115907669067383","3.7115907669067383","3.7115907669067383","8.609723091125488","8.609723091125488","8.609723091125488","3.935366153717041","3.935366153717041","3.935366153717041","3.9630703926086426","3.9630703926086426","3.9630703926086426","3.7735090255737305","3.7735090255737305","3.7735090255737305","3.8027758598327637","3.8027758598327637","3.8027758598327637","3.934033155441284","3.934033155441284","3.934033155441284"
"19","4.135375022888184","4.135375022888184","4.135375022888184","3.666450262069702","3.666450262069702","3.666450262069702","8.605993270874023","8.605993270874023","8.605993270874023","3.9248883724212646","3.9248883724212646","3.9248883724212646","3.9379563331604004","3.9379563331604004","3.9379563331604004","3.7586448192596436","3.7586448192596436","3.7586448192596436","3.7547812461853027","3.7547812461853027","3.7547812461853027","3.9215238094329834","3.9215238094329834","3.9215238094329834"
"20","4.102057456970215","4.102057456970215","4.102057456970215","3.6422605514526367","3.6422605514526367","3.6422605514526367","8.585224151611328","8.585224151611328","8.585224151611328","3.892078161239624","3.892078161239624","3.892078161239624","3.8942067623138428","3.8942067623138428","3.8942067623138428","3.754633903503418","3.754633903503418","3.754633903503418","3.739248275756836","3.739248275756836","3.739248275756836","3.887141466140747","3.887141466140747","3.887141466140747"
"21","4.082196235656738","4.082196235656738","4.082196235656738","3.6427721977233887","3.6427721977233887","3.6427721977233887","8.542405128479004","8.542405128479004","8.542405128479004","3.8763463497161865","3.8763463497161865","3.8763463497161865","3.889446496963501","3.889446496963501","3.889446496963501","3.7032721042633057","3.7032721042633057","3.7032721042633057","3.710670232772827","3.710670232772827","3.710670232772827","3.875109910964966","3.875109910964966","3.875109910964966"
"22","4.064548969268799","4.064548969268799","4.064548969268799","3.6105408668518066","3.6105408668518066","3.6105408668518066","8.489045143127441","8.489045143127441","8.489045143127441","3.8699092864990234","3.8699092864990234","3.8699092864990234","3.890885353088379","3.890885353088379","3.890885353088379","3.683764934539795","3.683764934539795","3.683764934539795","3.7012078762054443","3.7012078762054443","3.7012078762054443","3.8694303035736084","3.8694303035736084","3.8694303035736084"
"23","4.038751125335693","4.038751125335693","4.038751125335693","3.617297887802124","3.617297887802124","3.617297887802124","8.493075370788574","8.493075370788574","8.493075370788574","3.8506882190704346","3.8506882190704346","3.8506882190704346","3.8415603637695312","3.8415603637695312","3.8415603637695312","3.6921114921569824","3.6921114921569824","3.6921114921569824","3.6873226165771484","3.6873226165771484","3.6873226165771484","3.8528833389282227","3.8528833389282227","3.8528833389282227"
"24","4.0130934715271","4.0130934715271","4.0130934715271","3.6116604804992676","3.6116604804992676","3.6116604804992676","8.476054191589355","8.476054191589355","8.476054191589355","3.829288959503174","3.829288959503174","3.829288959503174","3.8335044384002686","3.8335044384002686","3.8335044384002686","3.677861213684082","3.677861213684082","3.677861213684082","3.6791250705718994","3.6791250705718994","3.6791250705718994","3.828939199447632","3.828939199447632","3.828939199447632"
"25","3.998175621032715","3.998175621032715","3.998175621032715","3.5767624378204346","3.5767624378204346","3.5767624378204346","9.054035186767578","9.054035186767578","9.054035186767578","3.8028404712677","3.8028404712677","3.8028404712677","3.8187241554260254","3.8187241554260254","3.8187241554260254","3.683568000793457","3.683568000793457","3.683568000793457","3.6460940837860107","3.6460940837860107","3.6460940837860107","3.8009045124053955","3.8009045124053955","3.8009045124053955"
"26","3.9889914989471436","3.9889914989471436","3.9889914989471436","3.5588181018829346","3.5588181018829346","3.5588181018829346","9.061992645263672","9.061992645263672","9.061992645263672","3.8039565086364746","3.8039565086364746","3.8039565086364746","3.8207879066467285","3.8207879066467285","3.8207879066467285","3.647969961166382","3.647969961166382","3.647969961166382","3.6430253982543945","3.6430253982543945","3.6430253982543945","3.8041348457336426","3.8041348457336426","3.8041348457336426"
"27","3.9842634201049805","3.9842634201049805","3.9842634201049805","3.5489797592163086","3.5489797592163086","3.5489797592163086","8.428756713867188","8.428756713867188","8.428756713867188","3.789951801300049","3.789951801300049","3.789951801300049","3.7998316287994385","3.7998316287994385","3.7998316287994385","3.643988847732544","3.643988847732544","3.643988847732544","3.66217041015625","3.66217041015625","3.66217041015625","3.790754795074463","3.790754795074463","3.790754795074463"
"28","3.9678924083709717","3.9678924083709717","3.9678924083709717","3.546323299407959","3.546323299407959","3.546323299407959","9.834397315979004","9.834397315979004","9.834397315979004","3.765429973602295","3.765429973602295","3.765429973602295","3.8018016815185547","3.8018016815185547","3.8018016815185547","3.617194890975952","3.617194890975952","3.617194890975952","3.648026704788208","3.648026704788208","3.648026704788208","3.765843152999878","3.765843152999878","3.765843152999878"
"29","3.9255566596984863","3.9255566596984863","3.9255566596984863","3.536078453063965","3.536078453063965","3.536078453063965","8.45620346069336","8.45620346069336","8.45620346069336","3.7689239978790283","3.7689239978790283","3.7689239978790283","3.771718740463257","3.771718740463257","3.771718740463257","3.6197946071624756","3.6197946071624756","3.6197946071624756","3.6007378101348877","3.6007378101348877","3.6007378101348877","4.229610443115234","4.229610443115234","4.229610443115234"
"30","3.928631544113159","3.928631544113159","3.928631544113159","3.5169262886047363","3.5169262886047363","3.5169262886047363","8.412117004394531","8.412117004394531","8.412117004394531","3.863020658493042","3.863020658493042","3.863020658493042","3.7779693603515625","3.7779693603515625","3.7779693603515625","3.6152026653289795","3.6152026653289795","3.6152026653289795","3.6027963161468506","3.6027963161468506","3.6027963161468506","3.789114475250244","3.789114475250244","3.789114475250244"
"31","3.9204230308532715","3.9204230308532715","3.9204230308532715","3.5058655738830566","3.5058655738830566","3.5058655738830566","8.54883098602295","8.54883098602295","8.54883098602295","3.7768852710723877","3.7768852710723877","3.7768852710723877","3.7322630882263184","3.7322630882263184","3.7322630882263184","3.5928914546966553","3.5928914546966553","3.5928914546966553","3.5971975326538086","3.5971975326538086","3.5971975326538086","3.778444290161133","3.778444290161133","3.778444290161133"
"32","3.9028444290161133","3.9028444290161133","3.9028444290161133","3.492006301879883","3.492006301879883","3.492006301879883","8.410493850708008","8.410493850708008","8.410493850708008","3.7722079753875732","3.7722079753875732","3.7722079753875732","3.7389490604400635","3.7389490604400635","3.7389490604400635","3.6001787185668945","3.6001787185668945","3.6001787185668945","3.5943644046783447","3.5943644046783447","3.5943644046783447","3.7602694034576416","3.7602694034576416","3.7602694034576416"
"33","3.8987534046173096","3.8987534046173096","3.8987534046173096","3.543518304824829","3.543518304824829","3.543518304824829","8.524713516235352","8.524713516235352","8.524713516235352","4.46848201751709","4.46848201751709","4.46848201751709","3.7260589599609375","3.7260589599609375","3.7260589599609375","3.5761337280273438","3.5761337280273438","3.5761337280273438","3.5660531520843506","3.5660531520843506","3.5660531520843506","3.765620231628418","3.765620231628418","3.765620231628418"
"34","3.875894069671631","3.875894069671631","3.875894069671631","3.5178937911987305","3.5178937911987305","3.5178937911987305","8.652928352355957","8.652928352355957","8.652928352355957","3.821838140487671","3.821838140487671","3.821838140487671","3.707987070083618","3.707987070083618","3.707987070083618","3.5903234481811523","3.5903234481811523","3.5903234481811523","3.5790176391601562","3.5790176391601562","3.5790176391601562","3.8586080074310303","3.8586080074310303","3.8586080074310303"
"35","3.8819165229797363","3.8819165229797363","3.8819165229797363","3.5106067657470703","3.5106067657470703","3.5106067657470703","8.40114688873291","8.40114688873291","8.40114688873291","7.349227428436279","7.349227428436279","7.349227428436279","3.7113289833068848","3.7113289833068848","3.7113289833068848","3.5706427097320557","3.5706427097320557","3.5706427097320557","3.570882797241211","3.570882797241211","3.570882797241211","4.099125385284424","4.099125385284424","4.099125385284424"
"36","3.872112989425659","3.872112989425659","3.872112989425659","3.498730182647705","3.498730182647705","3.498730182647705","8.399499893188477","8.399499893188477","8.399499893188477","5.522637367248535","5.522637367248535","5.522637367248535","3.696251153945923","3.696251153945923","3.696251153945923","3.5640294551849365","3.5640294551849365","3.5640294551849365","3.558314323425293","3.558314323425293","3.558314323425293","4.021950721740723","4.021950721740723","4.021950721740723"
"37","3.8725171089172363","3.8725171089172363","3.8725171089172363","3.4948339462280273","3.4948339462280273","3.4948339462280273","8.396197319030762","8.396197319030762","8.396197319030762","4.069925785064697","4.069925785064697","4.069925785064697","3.7111852169036865","3.7111852169036865","3.7111852169036865","3.567220687866211","3.567220687866211","3.567220687866211","3.56687593460083","3.56687593460083","3.56687593460083","7.381138801574707","7.381138801574707","7.381138801574707"
"38","3.8461573123931885","3.8461573123931885","3.8461573123931885","3.473065137863159","3.473065137863159","3.473065137863159","8.362521171569824","8.362521171569824","8.362521171569824","3.822376012802124","3.822376012802124","3.822376012802124","3.679569721221924","3.679569721221924","3.679569721221924","3.5440778732299805","3.5440778732299805","3.5440778732299805","3.5452630519866943","3.5452630519866943","3.5452630519866943","7.333563804626465","7.333563804626465","7.333563804626465"
"39","3.8439886569976807","3.8439886569976807","3.8439886569976807","3.464986562728882","3.464986562728882","3.464986562728882","8.837566375732422","8.837566375732422","8.837566375732422","3.889986038208008","3.889986038208008","3.889986038208008","3.6903235912323","3.6903235912323","3.6903235912323","3.5462646484375","3.5462646484375","3.5462646484375","3.5448997020721436","3.5448997020721436","3.5448997020721436","7.035470962524414","7.035470962524414","7.035470962524414"
"40","3.828887701034546","3.828887701034546","3.828887701034546","3.4952166080474854","3.4952166080474854","3.4952166080474854","8.324166297912598","8.324166297912598","8.324166297912598","4.259330749511719","4.259330749511719","4.259330749511719","3.6732587814331055","3.6732587814331055","3.6732587814331055","3.552706718444824","3.552706718444824","3.552706718444824","3.539968490600586","3.539968490600586","3.539968490600586","6.778937816619873","6.778937816619873","6.778937816619873"
"41","3.8493423461914062","3.8493423461914062","3.8493423461914062","7.621706962585449","7.621706962585449","7.621706962585449","8.335358619689941","8.335358619689941","8.335358619689941","4.0876946449279785","4.0876946449279785","4.0876946449279785","3.677152633666992","3.677152633666992","3.677152633666992","3.5258185863494873","3.5258185863494873","3.5258185863494873","3.5197997093200684","3.5197997093200684","3.5197997093200684","6.630527973175049","6.630527973175049","6.630527973175049"
"42","3.8282861709594727","3.8282861709594727","3.8282861709594727","6.447141647338867","6.447141647338867","6.447141647338867","8.264727592468262","8.264727592468262","8.264727592468262","4.050729274749756","4.050729274749756","4.050729274749756","3.671393394470215","3.671393394470215","3.671393394470215","3.534543037414551","3.534543037414551","3.534543037414551","3.5163986682891846","3.5163986682891846","3.5163986682891846","6.206003189086914","6.206003189086914","6.206003189086914"
"43","3.812608003616333","3.812608003616333","3.812608003616333","6.004955291748047","6.004955291748047","6.004955291748047","8.244817733764648","8.244817733764648","8.244817733764648","4.194572925567627","4.194572925567627","4.194572925567627","3.6656973361968994","3.6656973361968994","3.6656973361968994","3.5340535640716553","3.5340535640716553","3.5340535640716553","3.5097360610961914","3.5097360610961914","3.5097360610961914","5.957940578460693","5.957940578460693","5.957940578460693"
"44","3.8119375705718994","3.8119375705718994","3.8119375705718994","5.3001203536987305","5.3001203536987305","5.3001203536987305","8.215570449829102","8.215570449829102","8.215570449829102","5.2686448097229","5.2686448097229","5.2686448097229","3.6600430011749268","3.6600430011749268","3.6600430011749268","3.5322515964508057","3.5322515964508057","3.5322515964508057","3.519139289855957","3.519139289855957","3.519139289855957","5.671880722045898","5.671880722045898","5.671880722045898"
"45","3.798079252243042","3.798079252243042","3.798079252243042","4.365567207336426","4.365567207336426","4.365567207336426","8.224329948425293","8.224329948425293","8.224329948425293","5.406280040740967","5.406280040740967","5.406280040740967","3.696902275085449","3.696902275085449","3.696902275085449","3.5272960662841797","3.5272960662841797","3.5272960662841797","3.4940123558044434","3.4940123558044434","3.4940123558044434","5.459237098693848","5.459237098693848","5.459237098693848"
"46","3.8158514499664307","3.8158514499664307","3.8158514499664307","3.579522132873535","3.579522132873535","3.579522132873535","8.195279121398926","8.195279121398926","8.195279121398926","7.239985466003418","7.239985466003418","7.239985466003418","3.7028801441192627","3.7028801441192627","3.7028801441192627","3.5131542682647705","3.5131542682647705","3.5131542682647705","3.505833148956299","3.505833148956299","3.505833148956299","5.317272186279297","5.317272186279297","5.317272186279297"
"47","3.7642812728881836","3.7642812728881836","3.7642812728881836","3.562431573867798","3.562431573867798","3.562431573867798","8.20661449432373","8.20661449432373","8.20661449432373","5.306800365447998","5.306800365447998","5.306800365447998","3.7339696884155273","3.7339696884155273","3.7339696884155273","3.491290330886841","3.491290330886841","3.491290330886841","3.4988205432891846","3.4988205432891846","3.4988205432891846","5.117280006408691","5.117280006408691","5.117280006408691"
"48","3.784029483795166","3.784029483795166","3.784029483795166","5.641787052154541","5.641787052154541","5.641787052154541","8.168041229248047","8.168041229248047","8.168041229248047","5.120022773742676","5.120022773742676","5.120022773742676","3.689707040786743","3.689707040786743","3.689707040786743","3.5167436599731445","3.5167436599731445","3.5167436599731445","3.4766838550567627","3.4766838550567627","3.4766838550567627","4.906114101409912","4.906114101409912","4.906114101409912"
"49","3.7777528762817383","3.7777528762817383","3.7777528762817383","5.986608982086182","5.986608982086182","5.986608982086182","8.189613342285156","8.189613342285156","8.189613342285156","6.7688679695129395","6.7688679695129395","6.7688679695129395","3.6869897842407227","3.6869897842407227","3.6869897842407227","3.492184638977051","3.492184638977051","3.492184638977051","3.4961459636688232","3.4961459636688232","3.4961459636688232","4.772378921508789","4.772378921508789","4.772378921508789"
"50","3.7747888565063477","3.7747888565063477","3.7747888565063477","3.6608338356018066","3.6608338356018066","3.6608338356018066","8.172192573547363","8.172192573547363","8.172192573547363","6.767797470092773","6.767797470092773","6.767797470092773","3.7001793384552","3.7001793384552","3.7001793384552","3.5095958709716797","3.5095958709716797","3.5095958709716797","3.509819746017456","3.509819746017456","3.509819746017456","4.698106288909912","4.698106288909912","4.698106288909912"
"51","","","","3.6283011436462402","3.6283011436462402","3.6283011436462402","8.171048164367676","8.171048164367676","8.171048164367676","5.045675754547119","5.045675754547119","5.045675754547119","3.7038354873657227","3.7038354873657227","3.7038354873657227","3.4907066822052","3.4907066822052","3.4907066822052","3.478476047515869","3.478476047515869","3.478476047515869","4.750030994415283","4.750030994415283","4.750030994415283"
"52","","","","3.611729145050049","3.611729145050049","3.611729145050049","8.15495777130127","8.15495777130127","8.15495777130127","4.574767589569092","4.574767589569092","4.574767589569092","3.770007848739624","3.770007848739624","3.770007848739624","3.4725632667541504","3.4725632667541504","3.4725632667541504","3.4730634689331055","3.4730634689331055","3.4730634689331055","4.751049995422363","4.751049995422363","4.751049995422363"
"53","","","","3.7597720623016357","3.7597720623016357","3.7597720623016357","8.178288459777832","8.178288459777832","8.178288459777832","5.1148881912231445","5.1148881912231445","5.1148881912231445","3.7300636768341064","3.7300636768341064","3.7300636768341064","3.457606315612793","3.457606315612793","3.457606315612793","3.4645495414733887","3.4645495414733887","3.4645495414733887","4.669005870819092","4.669005870819092","4.669005870819092"
"54","","","","3.8748695850372314","3.8748695850372314","3.8748695850372314","8.155542373657227","8.155542373657227","8.155542373657227","4.347230434417725","4.347230434417725","4.347230434417725","3.710268497467041","3.710268497467041","3.710268497467041","3.4874908924102783","3.4874908924102783","3.4874908924102783","3.4819440841674805","3.4819440841674805","3.4819440841674805","4.712362766265869","4.712362766265869","4.712362766265869"
"55","","","","3.8987691402435303","3.8987691402435303","3.8987691402435303","8.126346588134766","8.126346588134766","8.126346588134766","5.410031795501709","5.410031795501709","5.410031795501709","3.736386775970459","3.736386775970459","3.736386775970459","3.4835879802703857","3.4835879802703857","3.4835879802703857","3.4690113067626953","3.4690113067626953","3.4690113067626953","4.729562282562256","4.729562282562256","4.729562282562256"
"56","","","","3.8689441680908203","3.8689441680908203","3.8689441680908203","8.150472640991211","8.150472640991211","8.150472640991211","5.400393009185791","5.400393009185791","5.400393009185791","3.8276607990264893","3.8276607990264893","3.8276607990264893","3.4770569801330566","3.4770569801330566","3.4770569801330566","3.4667038917541504","3.4667038917541504","3.4667038917541504","7.637287616729736","7.637287616729736","7.637287616729736"
"57","","","","","","","8.097090721130371","8.097090721130371","8.097090721130371","7.393436431884766","7.393436431884766","7.393436431884766","3.8351993560791016","3.8351993560791016","3.8351993560791016","3.4441590309143066","3.4441590309143066","3.4441590309143066","3.476471185684204","3.476471185684204","3.476471185684204","6.83746337890625","6.83746337890625","6.83746337890625"
"58","","","","","","","8.140999794006348","8.140999794006348","8.140999794006348","6.894166469573975","6.894166469573975","6.894166469573975","4.150524139404297","4.150524139404297","4.150524139404297","3.4668426513671875","3.4668426513671875","3.4668426513671875","3.4486021995544434","3.4486021995544434","3.4486021995544434","6.700252532958984","6.700252532958984","6.700252532958984"
"59","","","","","","","8.088403701782227","8.088403701782227","8.088403701782227","6.336944103240967","6.336944103240967","6.336944103240967","4.140932083129883","4.140932083129883","4.140932083129883","3.4548380374908447","3.4548380374908447","3.4548380374908447","3.4543707370758057","3.4543707370758057","3.4543707370758057","6.034308433532715","6.034308433532715","6.034308433532715"
"60","","","","","","","8.085289001464844","8.085289001464844","8.085289001464844","6.1807451248168945","6.1807451248168945","6.1807451248168945","4.787844657897949","4.787844657897949","4.787844657897949","3.4563205242156982","3.4563205242156982","3.4563205242156982","3.4422245025634766","3.4422245025634766","3.4422245025634766","4.802768230438232","4.802768230438232","4.802768230438232"
"61","","","","","","","8.044962882995605","8.044962882995605","8.044962882995605","6.056976318359375","6.056976318359375","6.056976318359375","8.524940490722656","8.524940490722656","8.524940490722656","3.4597296714782715","3.4597296714782715","3.4597296714782715","3.4343221187591553","3.4343221187591553","3.4343221187591553","4.91531229019165","4.91531229019165","4.91531229019165"
"62","","","","","","","8.0475492477417","8.0475492477417","8.0475492477417","5.8747758865356445","5.8747758865356445","5.8747758865356445","7.3257904052734375","7.3257904052734375","7.3257904052734375","3.455573797225952","3.455573797225952","3.455573797225952","3.4404406547546387","3.4404406547546387","3.4404406547546387","4.795597076416016","4.795597076416016","4.795597076416016"
"63","","","","","","","8.054374694824219","8.054374694824219","8.054374694824219","5.755837917327881","5.755837917327881","5.755837917327881","7.519507884979248","7.519507884979248","7.519507884979248","3.4589638710021973","3.4589638710021973","3.4589638710021973","3.4307186603546143","3.4307186603546143","3.4307186603546143","4.9187421798706055","4.9187421798706055","4.9187421798706055"
